tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
10349,SpotifyCares,False,Fri Nov 03 00:58:00 +0000 2017,@user_spot_175_225 Hey! Check Settings > Playback > Mono Audio toggle to make sure stereo panning is balanced properly. -Emma,,10348
10350,user_spot_176_360,True,Fri Nov 03 01:14:00 +0000 2017,@SpotifyCares Left audio channel has no sound output while right channel plays normally on iPad Air.,10351,
10351,SpotifyCares,False,Fri Nov 03 01:31:00 +0000 2017,@user_spot_176_360 Hi! Check your phone's battery optimization settings and set Spotify to 'Unrestricted' background activity. -Sarah,,10350
10352,user_spot_177_274,True,Fri Nov 03 01:23:00 +0000 2017,@SpotifyCares What audio bitrate does Spotify HiFi / Very High quality stream at on desktop vs mobile?,10353,
10353,SpotifyCares,False,Fri Nov 03 01:39:00 +0000 2017,"@user_spot_177_274 Hello! Go to Settings > Audio Quality > Normalize volume, and set Volume Level to 'Normal' or 'Quiet' to prevent clipping. -Carlos",,10352
10354,user_spot_178_627,True,Fri Nov 03 01:42:00 +0000 2017,@SpotifyCares Audio crackling and popping sound distortion on high volume through Sony WH-1000XM4.,10355,
10355,SpotifyCares,False,Fri Nov 03 02:07:00 +0000 2017,@user_spot_178_627 Hi! Disable Crossfade in Settings > Playback or clear app cache to fix premature audio cutoffs. -Chloe,,10354
10356,user_spot_179_464,True,Fri Nov 03 01:46:00 +0000 2017,@SpotifyCares Playback automatically stops whenever I open TikTok in the background on my phone.,10357,
10357,SpotifyCares,False,Fri Nov 03 02:09:00 +0000 2017,@user_spot_179_464 Hello! Try toggling Hardware Acceleration under Edit > Preferences > Compatibility on your desktop app. -Carlos,,10356
10358,user_spot_180_439,True,Fri Nov 03 02:00:00 +0000 2017,@SpotifyCares Audio volume suddenly drops by 50% whenever a podcast transitions to a music track.,10359,
10359,SpotifyCares,False,Fri Nov 03 02:09:00 +0000 2017,@user_spot_180_439 Hi! Disable Crossfade in Settings > Playback or clear app cache to fix premature audio cutoffs. -Elena,,10358
10360,user_spot_181_744,True,Fri Nov 03 02:24:00 +0000 2017,@SpotifyCares Crossfade transition between songs causes a 2-second loud audio buzz artifact on iOS 15.,10361,
10361,SpotifyCares,False,Fri Nov 03 02:32:00 +0000 2017,@user_spot_181_744 Hi! Check your phone's battery optimization settings and set Spotify to 'Unrestricted' background activity. -Zoe,,10360
10362,user_spot_182_442,True,Fri Nov 03 02:32:00 +0000 2017,@SpotifyCares Tracks randomly pause every 5 minutes by themselves while phone screen is locked on Android 14.,10363,
10363,SpotifyCares,False,Fri Nov 03 02:39:00 +0000 2017,@user_spot_182_442 Hi! Make sure hardware acceleration is enabled in your app/browser settings and clear your cache for open.spotify.com. -Emma,,10362
10364,user_spot_183_232,True,Fri Nov 03 02:46:00 +0000 2017,@SpotifyCares Music audio keeps stuttering and buffering constantly during playback on Firefox 118.,10365,
10365,SpotifyCares,False,Fri Nov 03 02:51:00 +0000 2017,@user_spot_183_232 Hi! Very High streaming streams at 320 kbps AAC/Ogg Vorbis on Premium. Details here: https://spoti.fi/audio-quality -Elena,,10364
10366,user_spot_184_822,True,Fri Nov 03 03:04:00 +0000 2017,@SpotifyCares Left audio channel has no sound output while right channel plays normally on iPhone 14 Pro.,10367,
10367,SpotifyCares,False,Fri Nov 03 03:16:00 +0000 2017,@user_spot_184_822 Hey! Check your streaming quality under Settings > Audio Quality. Toggle 'Download using cellular' if streaming offline tracks. -Sarah,,10366
10368,user_spot_185_722,True,Fri Nov 03 03:13:00 +0000 2017,@SpotifyCares What audio bitrate does Spotify HiFi / Very High quality stream at on desktop vs mobile?,10369,
10369,SpotifyCares,False,Fri Nov 03 03:19:00 +0000 2017,"@user_spot_185_722 Hello! Go to Settings > Audio Quality > Normalize volume, and set Volume Level to 'Normal' or 'Quiet' to prevent clipping. -Ryan",,10368
10370,user_spot_186_101,True,Fri Nov 03 03:27:00 +0000 2017,@SpotifyCares Audio crackling and popping sound distortion on high volume through Bose QC45.,10371,
10371,SpotifyCares,False,Fri Nov 03 03:31:00 +0000 2017,@user_spot_186_101 Hi! Make sure hardware acceleration is enabled in your app/browser settings and clear your cache for open.spotify.com. -Alex,,10370
10372,user_spot_187_192,True,Fri Nov 03 03:43:00 +0000 2017,@SpotifyCares Tracks randomly pause every 5 minutes by themselves while phone screen is locked on iOS 15.,10373,
10373,SpotifyCares,False,Fri Nov 03 03:51:00 +0000 2017,@user_spot_187_192 Hey! Turn off 'Auto adjust quality' in Audio Quality settings so it doesn't downgrade on variable connection speeds. -Alex,,10372
10374,user_spot_188_820,True,Fri Nov 03 03:54:00 +0000 2017,@SpotifyCares Audio crackling and popping sound distortion on high volume through Bose QC45.,10375,
10375,SpotifyCares,False,Fri Nov 03 04:10:00 +0000 2017,@user_spot_188_820 Hey! Turn off 'Auto adjust quality' in Audio Quality settings so it doesn't downgrade on variable connection speeds. -Elena,,10374
10376,user_spot_189_194,True,Fri Nov 03 04:14:00 +0000 2017,@SpotifyCares What audio bitrate does Spotify HiFi / Very High quality stream at on desktop vs mobile?,10377,
10377,SpotifyCares,False,Fri Nov 03 04:30:00 +0000 2017,@user_spot_189_194 Hey! Check your streaming quality under Settings > Audio Quality. Toggle 'Download using cellular' if streaming offline tracks. -Liam,,10376
10378,user_spot_190_108,True,Fri Nov 03 04:25:00 +0000 2017,@SpotifyCares Audio crackling and popping sound distortion on high volume through Sony WH-1000XM4.,10379,
10379,SpotifyCares,False,Fri Nov 03 04:38:00 +0000 2017,@user_spot_190_108 Hi! Check your phone's battery optimization settings and set Spotify to 'Unrestricted' background activity. -Liam,,10378
10380,user_spot_191_421,True,Fri Nov 03 04:36:00 +0000 2017,@SpotifyCares Streaming quality sounds muffled and low bitrate even though 'Very High Quality' is selected.,10381,
10381,SpotifyCares,False,Fri Nov 03 04:49:00 +0000 2017,@user_spot_191_421 Hello! Try toggling Hardware Acceleration under Edit > Preferences > Compatibility on your desktop app. -Chloe,,10380
10382,user_spot_192_579,True,Fri Nov 03 04:58:00 +0000 2017,@SpotifyCares Audio crackling and popping sound distortion on high volume through wired headphones.,10383,
10383,SpotifyCares,False,Fri Nov 03 05:19:00 +0000 2017,@user_spot_192_579 Hi! Make sure hardware acceleration is enabled in your app/browser settings and clear your cache for open.spotify.com. -Chloe,,10382
10384,user_spot_193_365,True,Fri Nov 03 05:04:00 +0000 2017,@SpotifyCares Playback automatically stops whenever I open Google Maps in the background on my phone.,10385,
10385,SpotifyCares,False,Fri Nov 03 05:09:00 +0000 2017,@user_spot_193_365 Hi! Podcasts use dynamic audio leveling. You can adjust Equalizer presets under Playback settings to balance output. -Ryan,,10384
10386,user_spot_194_295,True,Fri Nov 03 05:26:00 +0000 2017,@SpotifyCares Music audio keeps stuttering and buffering constantly during playback on Firefox 118.,10387,
10387,SpotifyCares,False,Fri Nov 03 05:48:00 +0000 2017,@user_spot_194_295 Hey! Turn off 'Auto adjust quality' in Audio Quality settings so it doesn't downgrade on variable connection speeds. -Maya,,10386
10388,user_spot_195_300,True,Fri Nov 03 05:37:00 +0000 2017,"@SpotifyCares Songs keep skipping after 5 seconds on cellular connection, but audio works fine on WiFi streaming.",10389,
10389,SpotifyCares,False,Fri Nov 03 05:44:00 +0000 2017,@user_spot_195_300 Hi! Disable Crossfade in Settings > Playback or clear app cache to fix premature audio cutoffs. -Sarah,,10388
10390,user_spot_196_195,True,Fri Nov 03 05:45:00 +0000 2017,@SpotifyCares Song playback gets cut off 20 seconds before the track actually finishes playing.,10391,
10391,SpotifyCares,False,Fri Nov 03 05:49:00 +0000 2017,@user_spot_196_195 Hi! Podcasts use dynamic audio leveling. You can adjust Equalizer presets under Playback settings to balance output. -Maya,,10390
10392,user_spot_197_561,True,Fri Nov 03 06:00:00 +0000 2017,@SpotifyCares Streaming quality sounds muffled and low bitrate even though 'Very High Quality' is selected.,10393,
10393,SpotifyCares,False,Fri Nov 03 06:09:00 +0000 2017,@user_spot_197_561 Hey! Check your streaming quality under Settings > Audio Quality. Toggle 'Download using cellular' if streaming offline tracks. -Ryan,,10392
10394,user_spot_198_912,True,Fri Nov 03 06:21:00 +0000 2017,@SpotifyCares Explicit songs won't play even though explicit content filter is turned ON in settings.,10395,
10395,SpotifyCares,False,Fri Nov 03 06:34:00 +0000 2017,@user_spot_198_912 Hey! Check your streaming quality under Settings > Audio Quality. Toggle 'Download using cellular' if streaming offline tracks. -Zoe,,10394
10396,user_spot_199_681,True,Fri Nov 03 06:31:00 +0000 2017,@SpotifyCares Audio crackling and popping sound distortion on high volume through AirPods Pro.,10397,
10397,SpotifyCares,False,Fri Nov 03 06:42:00 +0000 2017,@user_spot_199_681 Hi! Check your phone's battery optimization settings and set Spotify to 'Unrestricted' background activity. -Chloe,,10396
10398,user_spot_200_424,True,Fri Nov 03 06:45:00 +0000 2017,@SpotifyCares Getting playback error code 'Spotify can't play this right now' on Windows 11.,10399,
10399,SpotifyCares,False,Fri Nov 03 07:01:00 +0000 2017,@user_spot_200_424 Hi! Make sure hardware acceleration is enabled in your app/browser settings and clear your cache for open.spotify.com. -Liam,,10398
10400,user_spot_201_640,True,Fri Nov 03 06:57:00 +0000 2017,@SpotifyCares Music audio keeps stuttering and buffering constantly during playback on Windows 11.,10401,
10401,SpotifyCares,False,Fri Nov 03 07:19:00 +0000 2017,@user_spot_201_640 Hello! Try toggling Hardware Acceleration under Edit > Preferences > Compatibility on your desktop app. -Kevin,,10400
10402,user_spot_202_116,True,Fri Nov 03 07:15:00 +0000 2017,@SpotifyCares Audio volume suddenly drops by 50% whenever a podcast transitions to a music track.,10403,
10403,SpotifyCares,False,Fri Nov 03 07:24:00 +0000 2017,@user_spot_202_116 Hi! Very High streaming streams at 320 kbps AAC/Ogg Vorbis on Premium. Details here: https://spoti.fi/audio-quality -Maya,,10402
10404,user_spot_203_502,True,Fri Nov 03 07:23:00 +0000 2017,@SpotifyCares Explicit songs won't play even though explicit content filter is turned ON in settings.,10405,
10405,SpotifyCares,False,Fri Nov 03 07:34:00 +0000 2017,@user_spot_203_502 Hey! Check your streaming quality under Settings > Audio Quality. Toggle 'Download using cellular' if streaming offline tracks. -Daniel,,10404
10406,user_spot_204_893,True,Fri Nov 03 07:37:00 +0000 2017,@SpotifyCares What audio bitrate does Spotify HiFi / Very High quality stream at on desktop vs mobile?,10407,
10407,SpotifyCares,False,Fri Nov 03 07:44:00 +0000 2017,"@user_spot_204_893 Hey! Log out and log back in to refresh account settings. If on a Family plan, the plan manager might have set restrictions. -Alex",,10406
10408,user_spot_205_914,True,Fri Nov 03 07:57:00 +0000 2017,@SpotifyCares Explicit songs won't play even though explicit content filter is turned ON in settings.,10409,
10409,SpotifyCares,False,Fri Nov 03 08:19:00 +0000 2017,@user_spot_205_914 Hi! Disable Crossfade in Settings > Playback or clear app cache to fix premature audio cutoffs. -Daniel,,10408
10410,user_spot_206_508,True,Fri Nov 03 08:05:00 +0000 2017,@SpotifyCares Music volume is extremely quiet compared to YouTube and Apple Music on max volume on Samsung Galaxy S22.,10411,
10411,SpotifyCares,False,Fri Nov 03 08:17:00 +0000 2017,@user_spot_206_508 Hi! Disable Crossfade in Settings > Playback or clear app cache to fix premature audio cutoffs. -Daniel,,10410
10412,user_spot_207_512,True,Fri Nov 03 08:28:00 +0000 2017,@SpotifyCares Playback automatically stops whenever I open Waze in the background on my phone.,10413,
10413,SpotifyCares,False,Fri Nov 03 08:32:00 +0000 2017,"@user_spot_207_512 Hey! Log out and log back in to refresh account settings. If on a Family plan, the plan manager might have set restrictions. -Alex",,10412
10414,user_spot_208_514,True,Fri Nov 03 08:39:00 +0000 2017,@SpotifyCares Audio volume suddenly drops by 50% whenever a podcast transitions to a music track.,10415,
10415,SpotifyCares,False,Fri Nov 03 08:48:00 +0000 2017,@user_spot_208_514 Hello! Try toggling Hardware Acceleration under Edit > Preferences > Compatibility on your desktop app. -Liam,,10414
10416,user_spot_209_466,True,Fri Nov 03 08:54:00 +0000 2017,@SpotifyCares Gapless playback is not working for continuous live concert albums on Android 12 app version 8.8.72.,10417,
10417,SpotifyCares,False,Fri Nov 03 09:14:00 +0000 2017,@user_spot_209_466 Hi! Check your phone's battery optimization settings and set Spotify to 'Unrestricted' background activity. -Alex,,10416
10418,user_spot_210_174,True,Fri Nov 03 09:07:00 +0000 2017,@SpotifyCares Tracks randomly pause every 10 minutes by themselves while phone screen is locked on iOS 15.,10419,
10419,SpotifyCares,False,Fri Nov 03 09:22:00 +0000 2017,@user_spot_210_174 Hi! Disable Crossfade in Settings > Playback or clear app cache to fix premature audio cutoffs. -Elena,,10418
10420,user_spot_211_610,True,Fri Nov 03 09:17:00 +0000 2017,@SpotifyCares Left audio channel has no sound output while right channel plays normally on iPhone 14 Pro.,10421,
10421,SpotifyCares,False,Fri Nov 03 09:22:00 +0000 2017,@user_spot_211_610 Hi! Very High streaming streams at 320 kbps AAC/Ogg Vorbis on Premium. Details here: https://spoti.fi/audio-quality -Sarah,,10420
10422,user_spot_212_840,True,Fri Nov 03 09:28:00 +0000 2017,@SpotifyCares Left audio channel has no sound output while right channel plays normally on iPad Air.,10423,
10423,SpotifyCares,False,Fri Nov 03 09:35:00 +0000 2017,@user_spot_212_840 Hello! Try toggling Hardware Acceleration under Edit > Preferences > Compatibility on your desktop app. -Liam,,10422
10424,user_spot_213_389,True,Fri Nov 03 09:42:00 +0000 2017,"@SpotifyCares Songs keep skipping after 5 seconds on 5G cellular network, but audio works fine on WiFi streaming.",10425,
10425,SpotifyCares,False,Fri Nov 03 09:56:00 +0000 2017,@user_spot_213_389 Hi! Podcasts use dynamic audio leveling. You can adjust Equalizer presets under Playback settings to balance output. -Alex,,10424
10426,user_spot_214_956,True,Fri Nov 03 09:56:00 +0000 2017,@SpotifyCares Song playback gets cut off 20 seconds before the track actually finishes playing.,10427,
10427,SpotifyCares,False,Fri Nov 03 10:08:00 +0000 2017,@user_spot_214_956 Hey! Check Settings > Playback > Mono Audio toggle to make sure stereo panning is balanced properly. -Chloe,,10426
10428,user_spot_215_402,True,Fri Nov 03 10:15:00 +0000 2017,@SpotifyCares Explicit songs won't play even though explicit content filter is turned ON in settings.,10429,
10429,SpotifyCares,False,Fri Nov 03 10:37:00 +0000 2017,@user_spot_215_402 Hey! Check Settings > Playback > Mono Audio toggle to make sure stereo panning is balanced properly. -Kevin,,10428
10430,user_spot_216_831,True,Fri Nov 03 10:28:00 +0000 2017,@SpotifyCares Streaming quality sounds muffled and low bitrate even though 'Very High Quality' is selected.,10431,
10431,SpotifyCares,False,Fri Nov 03 10:40:00 +0000 2017,@user_spot_216_831 Hey! Check your streaming quality under Settings > Audio Quality. Toggle 'Download using cellular' if streaming offline tracks. -Carlos,,10430
10432,user_spot_217_180,True,Fri Nov 03 10:39:00 +0000 2017,"@SpotifyCares Songs keep skipping after 5 seconds on 4G LTE data, but audio works fine on WiFi streaming.",10433,
10433,SpotifyCares,False,Fri Nov 03 10:50:00 +0000 2017,@user_spot_217_180 Hi! Very High streaming streams at 320 kbps AAC/Ogg Vorbis on Premium. Details here: https://spoti.fi/audio-quality -Ryan,,10432
10434,user_spot_218_606,True,Fri Nov 03 11:02:00 +0000 2017,@SpotifyCares Left audio channel has no sound output while right channel plays normally on Samsung Galaxy S22.,10435,
10435,SpotifyCares,False,Fri Nov 03 11:12:00 +0000 2017,@user_spot_218_606 Hello! Try toggling Hardware Acceleration under Edit > Preferences > Compatibility on your desktop app. -Zoe,,10434
10436,user_spot_219_549,True,Fri Nov 03 11:08:00 +0000 2017,@SpotifyCares Playback automatically stops whenever I open Waze in the background on my phone.,10437,
10437,SpotifyCares,False,Fri Nov 03 11:28:00 +0000 2017,"@user_spot_219_549 Hello! Go to Settings > Audio Quality > Normalize volume, and set Volume Level to 'Normal' or 'Quiet' to prevent clipping. -Emma",,10436
10438,user_spot_220_478,True,Fri Nov 03 11:23:00 +0000 2017,@SpotifyCares What audio bitrate does Spotify HiFi / Very High quality stream at on desktop vs mobile?,10439,
10439,SpotifyCares,False,Fri Nov 03 11:36:00 +0000 2017,@user_spot_220_478 Hey! Check Settings > Playback > Mono Audio toggle to make sure stereo panning is balanced properly. -Carlos,,10438
10440,user_spot_221_234,True,Fri Nov 03 11:37:00 +0000 2017,@SpotifyCares Left audio channel has no sound output while right channel plays normally on OnePlus 11.,10441,
10441,SpotifyCares,False,Fri Nov 03 12:01:00 +0000 2017,@user_spot_221_234 Hey! Turn off 'Auto adjust quality' in Audio Quality settings so it doesn't downgrade on variable connection speeds. -Liam,,10440
10442,user_spot_222_715,True,Fri Nov 03 11:54:00 +0000 2017,@SpotifyCares Playback automatically stops whenever I open Waze in the background on my phone.,10443,
10443,SpotifyCares,False,Fri Nov 03 12:19:00 +0000 2017,@user_spot_222_715 Hi! Make sure hardware acceleration is enabled in your app/browser settings and clear your cache for open.spotify.com. -Chloe,,10442
10444,user_spot_223_439,True,Fri Nov 03 12:08:00 +0000 2017,@SpotifyCares Tracks randomly pause every 10 minutes by themselves while phone screen is locked on iOS 17.,10445,
10445,SpotifyCares,False,Fri Nov 03 12:18:00 +0000 2017,@user_spot_223_439 Hey! Check your streaming quality under Settings > Audio Quality. Toggle 'Download using cellular' if streaming offline tracks. -Emma,,10444
10446,user_spot_224_385,True,Fri Nov 03 12:23:00 +0000 2017,@SpotifyCares Getting playback error code 'Spotify can't play this right now' on Windows 10.,10447,
10447,SpotifyCares,False,Fri Nov 03 12:36:00 +0000 2017,@user_spot_224_385 Hi! Check your phone's battery optimization settings and set Spotify to 'Unrestricted' background activity. -Kevin,,10446
10448,user_spot_225_767,True,Fri Nov 03 12:33:00 +0000 2017,@SpotifyCares Playback automatically stops whenever I open Google Maps in the background on my phone.,10449,
10449,SpotifyCares,False,Fri Nov 03 12:47:00 +0000 2017,@user_spot_225_767 Hello! Try toggling Hardware Acceleration under Edit > Preferences > Compatibility on your desktop app. -Emma,,10448
10450,user_spot_226_581,True,Fri Nov 03 12:45:00 +0000 2017,@SpotifyCares Audio volume suddenly drops by 50% whenever a podcast transitions to a music track.,10451,
10451,SpotifyCares,False,Fri Nov 03 12:49:00 +0000 2017,@user_spot_226_581 Hi! Podcasts use dynamic audio leveling. You can adjust Equalizer presets under Playback settings to balance output. -Alex,,10450
10452,user_spot_227_193,True,Fri Nov 03 13:07:00 +0000 2017,@SpotifyCares Explicit songs won't play even though explicit content filter is turned ON in settings.,10453,
10453,SpotifyCares,False,Fri Nov 03 13:15:00 +0000 2017,@user_spot_227_193 Hi! Check your phone's battery optimization settings and set Spotify to 'Unrestricted' background activity. -Maya,,10452
10454,user_spot_228_865,True,Fri Nov 03 13:12:00 +0000 2017,@SpotifyCares Audio crackling and popping sound distortion on high volume through wired headphones.,10455,
10455,SpotifyCares,False,Fri Nov 03 13:22:00 +0000 2017,"@user_spot_228_865 Hello! Go to Settings > Audio Quality > Normalize volume, and set Volume Level to 'Normal' or 'Quiet' to prevent clipping. -Alex",,10454
10456,user_spot_229_273,True,Fri Nov 03 13:35:00 +0000 2017,@SpotifyCares Audio volume suddenly drops by 50% whenever a podcast transitions to a music track.,10457,
10457,SpotifyCares,False,Fri Nov 03 13:50:00 +0000 2017,@user_spot_229_273 Hi! Disable Crossfade in Settings > Playback or clear app cache to fix premature audio cutoffs. -Elena,,10456
10458,user_spot_230_822,True,Fri Nov 03 13:44:00 +0000 2017,@SpotifyCares Getting playback error code 'Spotify can't play this right now' on macOS Ventura.,10459,
10459,SpotifyCares,False,Fri Nov 03 13:53:00 +0000 2017,@user_spot_230_822 Hey! Check your streaming quality under Settings > Audio Quality. Toggle 'Download using cellular' if streaming offline tracks. -Daniel,,10458
10460,user_spot_231_702,True,Fri Nov 03 13:54:00 +0000 2017,@SpotifyCares Explicit songs won't play even though explicit content filter is turned ON in settings.,10461,
10461,SpotifyCares,False,Fri Nov 03 14:08:00 +0000 2017,"@user_spot_231_702 Hello! Go to Settings > Audio Quality > Normalize volume, and set Volume Level to 'Normal' or 'Quiet' to prevent clipping. -Ryan",,10460
10462,user_spot_232_192,True,Fri Nov 03 14:12:00 +0000 2017,@SpotifyCares What audio bitrate does Spotify HiFi / Very High quality stream at on desktop vs mobile?,10463,
10463,SpotifyCares,False,Fri Nov 03 14:20:00 +0000 2017,@user_spot_232_192 Hi! Make sure hardware acceleration is enabled in your app/browser settings and clear your cache for open.spotify.com. -Carlos,,10462
10464,user_spot_233_282,True,Fri Nov 03 14:25:00 +0000 2017,@SpotifyCares Music volume is extremely quiet compared to YouTube and Apple Music on max volume on iPhone 13.,10465,
10465,SpotifyCares,False,Fri Nov 03 14:40:00 +0000 2017,@user_spot_233_282 Hi! Disable Crossfade in Settings > Playback or clear app cache to fix premature audio cutoffs. -Zoe,,10464
10466,user_spot_234_926,True,Fri Nov 03 14:43:00 +0000 2017,@SpotifyCares Song playback gets cut off 20 seconds before the track actually finishes playing.,10467,
10467,SpotifyCares,False,Fri Nov 03 15:03:00 +0000 2017,@user_spot_234_926 Hi! Disable Crossfade in Settings > Playback or clear app cache to fix premature audio cutoffs. -Zoe,,10466
10468,user_spot_235_186,True,Fri Nov 03 14:58:00 +0000 2017,@SpotifyCares Song playback gets cut off 45 seconds before the track actually finishes playing.,10469,
10469,SpotifyCares,False,Fri Nov 03 15:05:00 +0000 2017,@user_spot_235_186 Hi! Podcasts use dynamic audio leveling. You can adjust Equalizer presets under Playback settings to balance output. -Alex,,10468
10470,user_spot_236_391,True,Fri Nov 03 15:08:00 +0000 2017,@SpotifyCares Audio crackling and popping sound distortion on high volume through wired headphones.,10471,
10471,SpotifyCares,False,Fri Nov 03 15:12:00 +0000 2017,"@user_spot_236_391 Hello! Go to Settings > Audio Quality > Normalize volume, and set Volume Level to 'Normal' or 'Quiet' to prevent clipping. -Ryan",,10470
10472,user_spot_237_868,True,Fri Nov 03 15:23:00 +0000 2017,@SpotifyCares Streaming quality sounds muffled and low bitrate even though 'Very High Quality' is selected.,10473,
10473,SpotifyCares,False,Fri Nov 03 15:41:00 +0000 2017,@user_spot_237_868 Hi! Check your phone's battery optimization settings and set Spotify to 'Unrestricted' background activity. -Liam,,10472
10474,user_spot_238_771,True,Fri Nov 03 15:34:00 +0000 2017,@SpotifyCares Crossfade transition between songs causes a 2-second loud audio buzz artifact on Android 12.,10475,
10475,SpotifyCares,False,Fri Nov 03 15:59:00 +0000 2017,@user_spot_238_771 Hi! Podcasts use dynamic audio leveling. You can adjust Equalizer presets under Playback settings to balance output. -Chloe,,10474
10476,user_spot_239_756,True,Fri Nov 03 15:47:00 +0000 2017,@SpotifyCares Playback automatically stops whenever I open TikTok in the background on my phone.,10477,
10477,SpotifyCares,False,Fri Nov 03 16:10:00 +0000 2017,@user_spot_239_756 Hi! Make sure hardware acceleration is enabled in your app/browser settings and clear your cache for open.spotify.com. -Kevin,,10476
10478,user_spot_240_402,True,Fri Nov 03 16:07:00 +0000 2017,@SpotifyCares Gapless playback is not working for continuous live concert albums on Android 14 app version 8.9.10.,10479,
10479,SpotifyCares,False,Fri Nov 03 16:21:00 +0000 2017,@user_spot_240_402 Hi! Disable Crossfade in Settings > Playback or clear app cache to fix premature audio cutoffs. -Emma,,10478
10480,user_spot_241_595,True,Fri Nov 03 16:20:00 +0000 2017,@SpotifyCares Music volume is extremely quiet compared to YouTube and Apple Music on max volume on OnePlus 11.,10481,
10481,SpotifyCares,False,Fri Nov 03 16:24:00 +0000 2017,@user_spot_241_595 Hi! Podcasts use dynamic audio leveling. You can adjust Equalizer presets under Playback settings to balance output. -Alex,,10480
10482,user_spot_242_312,True,Fri Nov 03 16:31:00 +0000 2017,@SpotifyCares Crossfade transition between songs causes a 2-second loud audio buzz artifact on Android 13.,10483,
10483,SpotifyCares,False,Fri Nov 03 16:42:00 +0000 2017,@user_spot_242_312 Hi! Make sure hardware acceleration is enabled in your app/browser settings and clear your cache for open.spotify.com. -Carlos,,10482
10484,user_spot_243_599,True,Fri Nov 03 16:42:00 +0000 2017,@SpotifyCares Left audio channel has no sound output while right channel plays normally on iPad Air.,10485,
10485,SpotifyCares,False,Fri Nov 03 16:56:00 +0000 2017,@user_spot_243_599 Hey! Check Settings > Playback > Mono Audio toggle to make sure stereo panning is balanced properly. -Alex,,10484
10486,user_spot_244_415,True,Fri Nov 03 17:02:00 +0000 2017,@SpotifyCares Playback automatically stops whenever I open Google Maps in the background on my phone.,10487,
10487,SpotifyCares,False,Fri Nov 03 17:24:00 +0000 2017,@user_spot_244_415 Hello! Try toggling Hardware Acceleration under Edit > Preferences > Compatibility on your desktop app. -Chloe,,10486
10488,user_spot_245_391,True,Fri Nov 03 17:11:00 +0000 2017,@SpotifyCares Streaming quality sounds muffled and low bitrate even though 'Very High Quality' is selected.,10489,
10489,SpotifyCares,False,Fri Nov 03 17:30:00 +0000 2017,@user_spot_245_391 Hey! Turn off 'Auto adjust quality' in Audio Quality settings so it doesn't downgrade on variable connection speeds. -Chloe,,10488
10490,user_spot_246_603,True,Fri Nov 03 17:28:00 +0000 2017,@SpotifyCares Audio crackling and popping sound distortion on high volume through Sony WH-1000XM4.,10491,
10491,SpotifyCares,False,Fri Nov 03 17:50:00 +0000 2017,@user_spot_246_603 Hi! Make sure hardware acceleration is enabled in your app/browser settings and clear your cache for open.spotify.com. -Kevin,,10490
10492,user_spot_247_415,True,Fri Nov 03 17:40:00 +0000 2017,@SpotifyCares Song playback gets cut off 30 seconds before the track actually finishes playing.,10493,
10493,SpotifyCares,False,Fri Nov 03 17:47:00 +0000 2017,@user_spot_247_415 Hi! Very High streaming streams at 320 kbps AAC/Ogg Vorbis on Premium. Details here: https://spoti.fi/audio-quality -Maya,,10492
10494,user_spot_248_620,True,Fri Nov 03 17:53:00 +0000 2017,"@SpotifyCares Songs keep skipping after 5 seconds on cellular connection, but audio works fine on WiFi streaming.",10495,
10495,SpotifyCares,False,Fri Nov 03 18:11:00 +0000 2017,@user_spot_248_620 Hello! Try toggling Hardware Acceleration under Edit > Preferences > Compatibility on your desktop app. -Liam,,10494
10496,user_spot_249_736,True,Fri Nov 03 18:11:00 +0000 2017,"@SpotifyCares Songs keep skipping after 5 seconds on 4G LTE data, but audio works fine on WiFi streaming.",10497,
10497,SpotifyCares,False,Fri Nov 03 18:15:00 +0000 2017,@user_spot_249_736 Hey! Check your streaming quality under Settings > Audio Quality. Toggle 'Download using cellular' if streaming offline tracks. -Liam,,10496
10498,user_spot_250_729,True,Fri Nov 03 18:21:00 +0000 2017,@SpotifyCares Music volume is extremely quiet compared to YouTube and Apple Music on max volume on iPhone 14 Pro.,10499,
10499,SpotifyCares,False,Fri Nov 03 18:32:00 +0000 2017,@user_spot_250_729 Hey! Check your streaming quality under Settings > Audio Quality. Toggle 'Download using cellular' if streaming offline tracks. -Liam,,10498
10500,user_spot_251_890,True,Fri Nov 03 18:42:00 +0000 2017,@SpotifyCares Tracks randomly pause every 5 minutes by themselves while phone screen is locked on Android 14.,10501,
10501,SpotifyCares,False,Fri Nov 03 19:00:00 +0000 2017,"@user_spot_251_890 Hey! Log out and log back in to refresh account settings. If on a Family plan, the plan manager might have set restrictions. -Chloe",,10500
10502,user_spot_252_385,True,Fri Nov 03 18:48:00 +0000 2017,@SpotifyCares Crossfade transition between songs causes a 2-second loud audio buzz artifact on Android 13.,10503,
10503,SpotifyCares,False,Fri Nov 03 19:04:00 +0000 2017,@user_spot_252_385 Hi! Make sure hardware acceleration is enabled in your app/browser settings and clear your cache for open.spotify.com. -Maya,,10502
10504,user_spot_253_941,True,Fri Nov 03 19:03:00 +0000 2017,@SpotifyCares Explicit songs won't play even though explicit content filter is turned ON in settings.,10505,
10505,SpotifyCares,False,Fri Nov 03 19:24:00 +0000 2017,@user_spot_253_941 Hey! Turn off 'Auto adjust quality' in Audio Quality settings so it doesn't downgrade on variable connection speeds. -Liam,,10504
